代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时间戳,date
bj920000,安徽凤凰,14.1,-0.21,-1.468,14.1,14.12,14.31,14.23,14.47,14.04,761836.0,10803114.0,15:30:02,2026-06-09
bj920001,纬达光电,17.18,-0.27,-1.547,17.18,17.19,17.45,17.28,17.75,16.76,5463074.0,93308773.0,15:30:02,2026-06-09
bj920002,万达轴承,69.3,-1.53,-2.16,69.3,69.31,70.83,68.2,69.88,66.6,2822511.0,191307550.0,15:30:02,2026-06-09
bj920003,中诚咨询,28.77,0.03,0.104,28.76,28.77,28.74,28.87,28.97,28.39,186092.0,5337897.0,15:30:02,2026-06-09
bj920005,鼎佳精密,31.63,-0.61,-1.892,31.63,31.7,32.24,32.38,32.38,31.5,721682.0,22924037.0,15:30:02,2026-06-09
bj920006,晟楠科技,16.95,-0.35,-2.023,16.94,16.95,17.3,17.12,17.38,16.77,1228381.0,20931009.0,15:30:02,2026-06-09
bj920007,酉立智能,43.18,-0.23,-0.53,43.18,43.38,43.41,43.4,44.4,42.68,157576.0,6831198.0,15:30:02,2026-06-09
bj920008,成电光信,24.02,0.22,0.924,24.01,24.02,23.8,23.63,24.19,23.31,989524.0,23561838.0,15:30:02,2026-06-09
bj920009,丹娜生物,36.96,-0.28,-0.752,36.79,36.96,37.24,37.25,37.25,36.56,123874.0,4560557.0,15:30:02,2026-06-09
bj920010,凯添燃气,10.75,-0.34,-3.066,10.75,10.76,11.09,10.8,10.83,10.5,6603858.0,70373259.0,15:30:02,2026-06-09
bj920011,晨光电机,26.14,-0.62,-2.317,26.14,26.15,26.76,26.3,26.5,25.76,2830020.0,73661946.0,15:30:02,2026-06-09
bj920012,创达新材,73.0,4.0,5.797,73.0,73.01,69.0,71.05,73.37,68.98,2918501.0,207913105.0,15:30:02,2026-06-09
bj920014,特瑞斯,9.69,-0.48,-4.72,9.69,9.72,10.17,9.99,10.16,9.56,3068898.0,29992958.0,15:30:02,2026-06-09
bj920015,锦华新材,47.25,1.3,2.829,47.25,47.26,45.95,46.0,47.79,45.61,2915803.0,136634399.0,15:30:02,2026-06-09
bj920016,中草香料,14.9,-0.19,-1.259,14.89,14.9,15.09,15.01,15.16,14.75,447425.0,6677131.0,15:30:02,2026-06-09
bj920017,星昊医药,16.85,0.15,0.898,16.8,16.85,16.7,16.68,16.89,16.39,1038980.0,17348747.0,15:30:02,2026-06-09
bj920018,宏远股份,18.31,0.06,0.329,18.31,18.37,18.25,18.26,18.6,18.01,1135303.0,20745356.0,15:30:02,2026-06-09
bj920019,铜冠矿建,19.62,-0.2,-1.009,19.62,19.63,19.82,19.75,19.79,19.1,4317693.0,83750489.0,15:30:02,2026-06-09
bj920020,泰凯英,15.08,-0.25,-1.631,15.08,15.15,15.33,15.3,15.3,15.01,741555.0,11194713.0,15:30:02,2026-06-09
bj920021,流金科技,9.21,-0.02,-0.217,9.21,9.22,9.23,9.25,9.51,8.91,18615429.0,170368685.0,15:30:02,2026-06-09
bj920022,世昌股份,23.56,-0.15,-0.633,23.43,23.56,23.71,23.77,23.77,23.37,269944.0,6336533.0,15:30:02,2026-06-09
bj920023,*ST田野,2.26,-0.06,-2.586,2.25,2.26,2.32,2.33,2.33,2.24,5658511.0,12883523.0,15:30:02,2026-06-09
bj920026,卓兆点胶,36.01,1.01,2.886,36.0,36.01,35.0,33.6,36.3,33.59,1748766.0,61309580.0,15:30:02,2026-06-09
bj920027,交大铁发,12.33,-0.25,-1.987,12.33,12.38,12.58,12.5,12.77,12.25,1218956.0,15209144.0,15:30:02,2026-06-09
bj920028,新恒泰,18.9,-0.33,-1.716,18.88,18.9,19.23,19.3,19.7,18.56,3474525.0,65750697.0,15:30:02,2026-06-09
bj920029,开发科技,41.03,-0.38,-0.918,41.0,41.03,41.41,41.93,41.96,40.18,998252.0,40639805.0,15:30:02,2026-06-09
bj920030,德众汽车,5.03,-0.1,-1.949,5.03,5.06,5.13,5.19,5.19,5.0,1135251.0,5746994.0,15:30:02,2026-06-09
bj920033,康普化学,15.82,0.0,0.0,15.8,15.82,15.82,15.82,16.07,15.6,969068.0,15313252.0,15:30:02,2026-06-09
bj920035,精创电气,28.4,-0.02,-0.07,28.4,28.45,28.42,28.44,28.99,27.95,627371.0,17839835.0,15:30:02,2026-06-09
bj920036,觅睿科技,48.99,0.04,0.082,48.99,49.0,48.95,47.5,50.68,45.2,3724635.0,178725548.0,15:30:02,2026-06-09
bj920037,广信科技,47.76,1.15,2.467,47.76,47.77,46.61,47.0,48.3,45.88,1798812.0,84678268.0,15:30:02,2026-06-09
bj920039,国义招标,8.26,-0.16,-1.9,8.26,8.27,8.42,8.49,8.49,8.19,971383.0,8079594.0,15:30:02,2026-06-09
bj920045,蘅东光,538.82,18.82,3.619,538.82,539.0,520.0,530.0,550.0,515.05,1311888.0,706521947.0,15:30:02,2026-06-09
bj920046,亿能电力,28.29,0.03,0.106,28.29,28.3,28.26,28.46,28.93,27.5,5242303.0,147968851.0,15:30:02,2026-06-09
bj920047,诺思兰德,17.45,-0.67,-3.698,17.45,17.46,18.12,18.24,18.25,17.2,7416555.0,130409754.0,15:30:02,2026-06-09
bj920050,爱舍伦,28.97,-0.1,-0.344,28.78,28.97,29.07,28.8,29.15,28.62,159209.0,4590352.0,15:30:02,2026-06-09
bj920055,隆源股份,31.33,-0.17,-0.54,31.32,31.33,31.5,31.3,31.66,31.09,489103.0,15313067.0,15:30:02,2026-06-09
bj920056,能之光,24.2,3.42,16.458,24.2,24.21,20.78,22.7,26.32,22.7,6428232.0,157215190.0,15:30:02,2026-06-09
bj920057,百甲科技,5.41,-0.21,-3.737,5.41,5.48,5.62,5.58,5.62,5.39,2814996.0,15451158.0,15:30:02,2026-06-09
bj920058,华洋赛车,23.93,-0.74,-3.0,23.9,23.93,24.67,24.42,24.74,23.85,362813.0,8728749.0,15:30:02,2026-06-09
bj920060,万源通,31.62,1.84,6.179,31.62,31.63,29.78,29.95,31.62,29.88,6545162.0,203565145.0,15:30:02,2026-06-09
bj920061,西磁科技,23.59,0.68,2.968,23.59,23.6,22.91,23.0,23.93,22.99,1508302.0,35474346.0,15:30:02,2026-06-09
bj920062,科润智控,11.01,0.02,0.182,11.01,11.03,10.99,11.05,11.12,10.78,5364644.0,58879767.0,15:30:02,2026-06-09
bj920066,科拜尔,24.67,0.21,0.859,24.51,24.67,24.46,24.29,26.0,24.25,858590.0,21500065.0,15:30:02,2026-06-09
bj920068,天工股份,17.95,-0.41,-2.233,17.95,17.96,18.36,18.36,18.36,17.78,1667157.0,29965536.0,15:30:02,2026-06-09
bj920069,普昂医疗,37.75,-0.56,-1.462,37.74,37.75,38.31,38.05,38.25,37.41,692635.0,26092416.0,15:30:02,2026-06-09
bj920075,柏星龙,19.15,-0.37,-1.895,19.0,19.15,19.52,19.25,19.7,18.8,904442.0,17324927.0,15:30:02,2026-06-09
bj920076,国亮新材,14.51,-0.19,-1.293,14.51,14.54,14.7,14.57,14.73,14.2,2442454.0,34946290.0,15:30:02,2026-06-09
bj920077,吉林碳谷,17.07,-0.21,-1.215,17.06,17.07,17.28,17.36,17.45,16.67,9053348.0,153018891.0,15:30:02,2026-06-09
bj920078,族兴新材,33.22,-0.21,-0.628,33.21,33.22,33.43,32.93,34.79,32.0,4209160.0,138685080.0,15:30:02,2026-06-09
bj920080,奥美森,23.85,0.12,0.506,23.83,23.85,23.73,23.73,24.04,23.23,482680.0,11382631.0,15:30:02,2026-06-09
bj920082,方正阀门,9.43,-0.24,-2.482,9.42,9.43,9.67,9.66,9.75,9.35,1093841.0,10370608.0,15:30:02,2026-06-09
bj920086,科马材料,28.49,1.37,5.052,28.48,28.49,27.12,27.12,29.0,27.12,2370314.0,67150766.0,15:30:02,2026-06-09
bj920087,秋乐种业,11.48,-0.38,-3.204,11.46,11.48,11.86,11.64,11.75,11.32,3848520.0,44158419.0,15:30:02,2026-06-09
bj920088,科力股份,41.39,-2.46,-5.61,41.38,41.39,43.85,38.96,41.66,38.96,7676929.0,310015733.0,15:30:02,2026-06-09
bj920089,DR禾昌聚,12.54,-0.14,-1.104,12.54,12.55,12.68,12.8,12.86,12.4,1054176.0,13257514.0,15:30:02,2026-06-09
bj920090,*ST同辉,4.04,0.01,0.248,4.03,4.04,4.03,4.09,4.09,4.01,1371226.0,5528559.0,15:30:02,2026-06-09
bj920091,大鹏工业,45.1,-0.14,-0.309,45.09,45.1,45.24,44.49,47.31,43.21,2307158.0,103840924.0,15:30:02,2026-06-09
bj920092,汉鑫科技,33.61,-0.59,-1.725,33.6,33.61,34.2,33.44,35.06,32.88,3996799.0,135180227.0,15:30:02,2026-06-09
bj920096,嘉晨智能,67.0,-5.32,-7.356,67.0,67.02,72.32,70.0,71.38,65.92,4362452.0,297804467.0,15:30:02,2026-06-09
bj920098,科隆新材,23.1,-0.31,-1.324,23.08,23.1,23.41,23.88,23.95,23.1,1109657.0,26025836.0,15:30:02,2026-06-09
bj920099,瑞华技术,29.4,0.57,1.977,29.4,29.51,28.83,28.63,29.65,28.18,697508.0,20236917.0,15:30:02,2026-06-09
bj920100,三协电机,49.1,-2.13,-4.158,49.09,49.1,51.23,49.58,50.45,47.18,6099504.0,296574613.0,15:30:02,2026-06-09
bj920101,志高机械,30.35,0.01,0.033,30.35,30.38,30.34,30.34,30.55,30.02,242027.0,7323196.0,15:30:02,2026-06-09
bj920106,林泰新材,46.56,-0.27,-0.577,46.56,46.59,46.83,46.95,47.58,45.8,603394.0,27956669.0,15:30:02,2026-06-09
bj920108,宏海科技,11.15,0.82,7.938,11.14,11.15,10.33,10.6,12.09,10.6,3732465.0,42068698.0,15:30:02,2026-06-09
bj920110,雷特科技,27.97,0.21,0.756,27.97,28.19,27.76,27.6,28.78,27.44,213849.0,6000386.0,15:30:02,2026-06-09
bj920111,聚星科技,33.6,-0.66,-1.926,33.6,33.61,34.26,33.96,34.85,33.0,5663717.0,190045347.0,15:30:02,2026-06-09
bj920112,巴兰仕,28.26,-0.19,-0.668,28.26,28.43,28.45,28.31,28.79,28.03,149467.0,4245647.0,15:30:02,2026-06-09
bj920116,星图测控,66.2,1.87,2.907,66.2,66.21,64.33,64.63,66.57,61.52,5016516.0,323043557.0,15:30:02,2026-06-09
bj920118,XD太湖远,20.01,0.04,0.2,20.01,20.03,19.97,19.85,20.65,19.81,714225.0,14280962.0,15:30:02,2026-06-09
